VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL10475,Lagos,Honda,Pilot EX 4x4 (3.5L 6cyl 5A),"2,003",Brown,1.13,Nigerian Used,"116,976"
VHL11027,Lagos,Toyota,Venza,"2,014",Brown,9.70,Foreign Used,
VHL16711,Lagos,Lexus,GX 470,"2,004",Silver,6.20,Foreign Used,"105,527"
VHL12656,Abuja,Toyota,Land Cruiser 3.5 V6,"2,022",Black,84.00,Brand New,"2,604"
VHL12697,Ibadan,Lexus,LS 460,"2,007",Silver,4.50,Foreign Used,"377,520"
VHL17228,Lagos,Lexus,GX 460,"2,010",White,12.80,Foreign Used,"75,000"
VHL15366,Abuja,Lexus,RX 330 AWD Off,"2,006",White,5.00,Foreign Used,"85,213"
VHL17838,Lagos,Lexus,ES 350,"2,008",Gray,3.15,Nigerian Used,
VHL18671,Lagos,Toyota,4-Runner Limited 4WD,"2,011",Gray,14.00,Foreign Used,
VHL12811,Lagos,Toyota,Camry,"2,012",Red,4.85,Foreign Used,
VHL11847,Abuja,Toyota,Land Cruiser Prado 2.7 I 16V,"2,007",Black,4.70,Nigerian Used,"112,554"
VHL13417,Lagos,Toyota,Highlander Limited,"2,010",White,6.50,Foreign Used,"150,852"
VHL18970,Lagos,Lexus,GX,"2,012",Red,15.00,Foreign Used,"23,547"
VHL17783,Lagos,Toyota,Camry,"2,006",Silver,2.65,Foreign Used,"154,472"
VHL18352,Ibadan,Hummer,H2 SUV Sport Utility,"2,006",Black,5.00,Nigerian Used,"139,000"
VHL15530,Abuja,Lexus,LC,"2,019",Black,75.00,Foreign Used,"3,000"
VHL12509,Ibadan,Toyota,Corolla,"2,013",Black,4.80,Foreign Used,"102,000"
VHL13763,Abuja,Mercedes-Benz,C240,"2,005",Black,3.17,,"194,340"
VHL12858,Lagos,Lexus,ES,"2,013",Silver,8.55,Foreign Used,
VHL17654,Lagos,Lexus,ES 350,"2,011",Gray,5.65,Foreign Used,
VHL14765,Lagos,Lexus,RX 350 4x4,"2,007",Gold,5.70,Foreign Used,"96,000"
VHL18621,Abuja,Toyota,Corolla,"2,010",Silver,3.80,Foreign Used,"94,852"
VHL10704,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",White,8.50,Foreign Used,"71,234"
VHL18172,Abuja,Mercedes-Benz,C300,"2,009",Black,4.80,Foreign Used,"66,484"
VHL12975,Abuja,Honda,Element,"2,003",Gray,1.46,Nigerian Used,"189,364"
VHL11568,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,21.00,Foreign Used,
VHL14813,Lagos,Lexus,RX,"2,017",Gray,19.85,Foreign Used,
VHL11137,Abuja,Toyota,RAV4,"2,016",White,9.00,Foreign Used,"45,845"
VHL18945,Lagos,Toyota,Camry,"2,012",Black,6.30,Foreign Used,
VHL13450,Abuja,Mercedes-Benz,S Class S 450 L (V222),"2,020",Gray,43.00,Foreign Used,"86,678"
VHL13271,Lagos,Lexus,RX,"2,006",Silver,5.30,Foreign Used,"987,542"
VHL10648,Abuja,BMW,5 Series,"2,006",White,1.58,Nigerian Used,"246,397"
VHL18388,Abuja,Lexus,GX,"2,005",Gray,3.04,Nigerian Used,"117,149"
VHL14080,Ibadan,Honda,Civic 1.8i VTEC,"2,007",Black,0.80,Nigerian Used,"139,128"
VHL19679,Abuja,Land Rover,Range Rover,"2,015",White,38.50,Foreign Used,"26,000"
VHL10675,Lagos,Toyota,Avalon XLS,"2,007",Silver,2.03,Nigerian Used,"339,113"
VHL14335,Lagos,Lexus,ES,"2,013",Silver,9.20,Foreign Used,
VHL14481,Lagos,Lexus,RX,"2,009",White,6.20,Foreign Used,"93,000"
VHL14825,Ibadan,Lexus,ES 350,"2,008",Gray,4.50,Foreign Used,
VHL19553,Abuja,Audi,A4 3 TDI Automatic,"2,011",White,4.90,Foreign Used,"89,653"
VHL17379,Abuja,Chevrolet,Camaro,"2,014",Black,10.50,Nigerian Used,"65,248"
VHL10183,Lagos,Acura,MDX W/Advance Pkg SH-AWD,"2,017",Black,20.00,Foreign Used,
VHL13685,Lagos,Lexus,ES 350,"2,010",Red,5.90,Foreign Used,"87,000"
VHL14839,Lagos,Toyota,Camry,"2,013",Red,6.75,Foreign Used,"86,000"
VHL17531,Abuja,Toyota,Sienna Limited 7 Passenger,"2,012",Black,8.20,Foreign Used,"40,165"
VHL16934,Abuja,Mercedes-Benz,C300,"2,015",Blue,9.60,Nigerian Used,
VHL16729,Abuja,Toyota,Camry,"2,013",Black,5.20,Foreign Used,
VHL19009,Abuja,Toyota,Corolla,"2,005",Silver,2.30,Foreign Used,"57,848"
VHL17029,Abuja,Toyota,Camry,"2,008",Black,3.85,Foreign Used,"60,000"
VHL19387,Lagos,Lexus,IS 250 4WD,"2,009",Black,4.80,Foreign Used,
VHL12899,Ibadan,Toyota,Corolla,"2,009",Gray,3.19,Foreign Used,"75,063"
VHL15088,Abuja,Toyota,Matrix,"2,009",Gray,4.60,Foreign Used,
VHL13612,Lagos,Toyota,Camry,"2,007",Silver,3.55,Foreign Used,
VHL11522,Abuja,Toyota,Venza,"2,011",Brown,5.30,Nigerian Used,"119,632"
VHL16685,Abuja,Toyota,Corolla LE,"2,020",Black,13.50,Foreign Used,"34,700"
VHL17329,Abuja,Lexus,RX,"2,004",White,3.90,Nigerian Used,
VHL17929,Abuja,Toyota,Venza,"2,015",Red,9.70,Foreign Used,
VHL12312,Ibadan,Lexus,ES 350,"2,008",Red,3.60,Nigerian Used,"84,346"
VHL12887,Abuja,Toyota,Sienna LE AWD (3.3L V6 5A),"2,004",Gray,1.75,Nigerian Used,"152,345"
VHL12730,Lagos,Lexus,RX 350,"2,011",Silver,6.90,Nigerian Used,
VHL15726,Abuja,Lexus,GS 300 AWD,"2,006",Gray,4.30,Foreign Used,"111,000"
VHL18135,Abuja,Mercedes-Benz,C350,"2,009",Black,4.80,Foreign Used,"87,000"
VHL17034,Abuja,Acura,ILX Base FWD (2.0L 4cyl 5A),"2,013",Blue,7.50,Foreign Used,"63,521"
VHL10166,Abuja,Toyota,Corolla,"2,014",Green,6.00,Foreign Used,
VHL10829,Abuja,Jeep,Wrangler Unlimited Sport,"2,013",Blue,12.00,Foreign Used,"53,200"
VHL12027,Abuja,Porsche,Cayenne,"2,012",Brown,14.50,Foreign Used,"48,160"
VHL15120,Ibadan,Mercedes-Benz,C300,"2,008",Silver,3.15,Nigerian Used,"277,101"
VHL11978,Abuja,Toyota,Camry,"2,010",Black,2.75,Nigerian Used,"82,000"
VHL11057,Lagos,Toyota,RAV4 3.5 4x4,"2,011",Blue,4.80,Foreign Used,"100,858"
VHL18813,Abuja,Audi,A4 1.8 TSFI Automatic,"2,011",Black,5.50,Foreign Used,
VHL13533,Abuja,Acura,MDX,"2,008",Red,5.00,Foreign Used,"123,000"
VHL11913,Lagos,Toyota,Camry,"2,012",Gray,5.20,Foreign Used,"64,540"
VHL14563,Lagos,Land Rover,Range Rover,"2,018",Black,45.00,Foreign Used,"30,092"
VHL15991,Lagos,Toyota,Camry,"2,007",Black,1.91,Nigerian Used,"246,698"
VHL14032,Abuja,Toyota,Camry,"2,013",Black,5.60,Foreign Used,"120,542"
VHL10926,Abuja,Toyota,Corolla,"2,015",Silver,5.50,Foreign Used,"55,000"
VHL19950,Abuja,Mercedes-Benz,C400,"2,016",Black,22.00,Foreign Used,"45,000"
VHL16786,Ibadan,Toyota,Prius,"2,011",Gray,3.05,Foreign Used,
VHL14353,Abuja,Mercedes-Benz,C300,"2,009",Gold,2.70,Nigerian Used,
VHL14223,Abuja,Toyota,Venza AWD,"2,010",Gray,5.00,Nigerian Used,"100,000"
VHL15336,Lagos,Hyundai,Sonata,"2,013",White,3.77,Foreign Used,"190,676"
VHL19179,Lagos,Toyota,Highlander Limited 4x4,"2,008",White,7.30,Foreign Used,
VHL11320,Lagos,Toyota,Sienna LE,"2,008",Gray,3.94,Nigerian Used,"299,900"
VHL10276,Ibadan,Toyota,Camry,"2,008",Silver,3.45,Foreign Used,"96,000"
VHL19815,Lagos,Acura,MDX,"2,009",Red,4.20,Foreign Used,"45,214"
VHL15483,Abuja,Mercedes-Benz,CLS,"2,008",Silver,2.60,Nigerian Used,"88,000"
VHL11550,Abuja,Subaru,Legacy,"2,008",Gray,2.61,,"239,589"
VHL12388,Abuja,Toyota,Corolla LE,"2,005",Red,1.80,Nigerian Used,"95,000"
VHL13629,Lagos,Lexus,GX 460 Base,"2,014",White,19.50,Foreign Used,
VHL12441,Lagos,Lexus,RX 350,"2,008",Gold,5.50,Foreign Used,
VHL18272,Abuja,Audi,A8,"2,007",Black,1.50,Nigerian Used,
VHL15581,Abuja,Mercedes-Benz,C300,"2,008",Blue,4.80,Foreign Used,"70,000"
VHL11297,Abuja,Rolls-Royce,Rolls-Royce Phantom,"2,021",White,450.00,Brand New,
VHL18149,Lagos,Mercedes-Benz,GLK-Class 350,"2,014",Black,12.50,Foreign Used,"88,000"
VHL13165,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Beige,13.00,Foreign Used,"49,000"
VHL16326,Abuja,Mercedes-Benz,C300,"2,010",Black,4.10,Foreign Used,"95,000"
VHL19987,Ibadan,Volkswagen,Golf 2.3,"2,001",Black,0.73,Nigerian Used,"346,388"
VHL19393,Abuja,Lexus,ES 300,"2,003",Green,1.55,Nigerian Used,
VHL19539,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",White,4.50,Foreign Used,
VHL18943,Abuja,Dodge,RAM,"2,015",Gray,11.40,Foreign Used,"52,300"
VHL16658,Lagos,Lexus,ES 350,"2,010",Gray,5.20,Foreign Used,
VHL17993,Lagos,Lexus,LX 570 AWD,"2,013",Black,26.00,Foreign Used,
VHL13797,Lagos,Lexus,ES 350,"2,008",Black,6.80,Foreign Used,"72,658"
VHL10661,Abuja,Lexus,ES 350,"2,007",Blue,4.70,Foreign Used,"125,778"
VHL14025,Lagos,Toyota,Camry,"2,012",Silver,4.50,Nigerian Used,"49,898"
VHL11385,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",Black,17.20,Foreign Used,"3,500"
VHL15023,Ibadan,Lexus,GX 460,"2,010",Gray,14.00,Foreign Used,"98,000"
VHL11635,Lagos,Lexus,RX 350,"2,008",Black,5.40,Foreign Used,
VHL10252,Abuja,Hyundai,Veloster,"2,014",Orange,4.85,Foreign Used,
VHL13756,Abuja,Toyota,Land Cruiser Prado 4,"2,021",Black,30.00,Brand New,84
VHL13754,Abuja,Hyundai,Sonata Limited,"2,019",Blue,9.75,Foreign Used,
VHL18363,Abuja,Toyota,Avalon,"2,013",Black,6.50,Nigerian Used,
VHL16666,Ibadan,Toyota,Matrix,"2,010",Gold,4.20,Foreign Used,"125,678"
VHL10299,Abuja,Toyota,Avalon,"2,014",Black,7.00,Foreign Used,"62,000"
VHL17355,Abuja,Toyota,Corolla,"2,010",White,3.95,Foreign Used,
VHL10273,Lagos,Lexus,GX 460 Luxury,"2,015",Silver,24.00,Foreign Used,
VHL19850,Lagos,Toyota,Sienna,"2,007",Blue,2.81,Nigerian Used,"144,602"
VHL10126,Ibadan,Toyota,Corolla S,"2,005",Silver,1.90,Nigerian Used,"215,886"
VHL11486,Lagos,Acura,TL SH-AWD,"2,010",Black,3.60,Foreign Used,"205,258"
VHL13963,Abuja,Toyota,Sienna CE,"2,005",Red,3.75,Foreign Used,"80,000"
VHL12174,Abuja,Land Rover,Range Rover,"2,003",Green,4.30,Foreign Used,"86,000"
VHL13533,Lagos,Lexus,RX 350 4x4,"2,009",Silver,6.25,Foreign Used,
VHL16231,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,2.90,Nigerian Used,"87,000"
VHL11006,Lagos,Volvo,XC60 3.2 FWD,"2,010",Silver,2.59,Nigerian Used,"86,725"
VHL17304,Lagos,Mercedes-Benz,GLE-Class,"2,017",Black,37.50,Foreign Used,
VHL19072,Abuja,Toyota,Land Cruiser Prado,"2,017",Silver,25.00,Nigerian Used,"51,221"
VHL13146,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Gray,14.50,Foreign Used,
VHL19995,Abuja,GMC,GMC Yukon Off,"2,021",White,85.00,Brand New,
VHL14522,Lagos,Mercedes-Benz,M Class,"2,013",Black,11.00,Foreign Used,"20,852"
VHL18150,Lagos,Toyota,Sequoia,"2,005",Green,3.50,Foreign Used,"24,507"
VHL16847,Lagos,GMC,Acadia SLT-1 AWD,"2,010",Gold,5.50,Foreign Used,
VHL15995,Lagos,Lexus,RX 350,"2,011",Silver,8.75,Foreign Used,
VHL12508,Abuja,Mercedes-Benz,C43,"2,020",Black,40.00,Foreign Used,"20,000"
VHL19881,Abuja,Land Rover,Range Rover Vogue,"2,018",Black,65.00,Brand New,20
VHL18630,Lagos,Mercedes-Benz,GL-Class,"2,013",Black,16.85,Foreign Used,"68,258"
VHL14645,Lagos,Lexus,ES 350,"2,008",Red,4.38,Foreign Used,"62,804"
VHL13340,Abuja,Toyota,Highlander Hybrid,"2,008",Silver,5.06,Foreign Used,"102,613"
VHL19144,Lagos,Dodge,Challenger R/T CLASSIC,"2,013",Silver,12.38,Foreign Used,"184,192"
VHL17821,Abuja,Lexus,RX 350 AWD,"2,018",Black,20.00,Foreign Used,"18,000"
VHL14720,Abuja,Mitsubishi,Pajero 3.8 V6 GLS/GLX,"2,011",Black,1.95,Nigerian Used,"98,000"
VHL18202,Lagos,Lexus,RX 350,"2,011",Black,8.49,Foreign Used,
VHL11034,Lagos,Toyota,Highlander 4x4,"2,005",Silver,4.70,Foreign Used,
VHL12820,Lagos,Toyota,Tundra 4x4 SR5 Access Cab,"2,005",Green,5.20,Foreign Used,"89,532"
VHL18808,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",Red,7.05,Foreign Used,"125,368"
VHL18773,Lagos,Lexus,RX 350 AWD,"2,012",Silver,7.50,Foreign Used,"110,000"
VHL18085,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Black,11.35,Foreign Used,
VHL12007,Abuja,Toyota,Corolla,"2,012",Black,4.75,Foreign Used,
VHL14174,Lagos,Toyota,Corolla 1.8 Advanced,"2,009",Black,2.70,Nigerian Used,"119,785"
VHL12349,Lagos,Mercedes-Benz,GL-Class GL 450,"2,013",Black,14.55,Foreign Used,"61,000"
VHL12740,Abuja,Volkswagen,Sharan 2,"2,005",Black,3.60,Foreign Used,"112,451"
VHL13658,Abuja,Toyota,Corolla,"2,009",Green,3.20,Nigerian Used,"1,097,611"
VHL16535,Lagos,Toyota,Camry,"2,015",Gray,6.95,Foreign Used,"74,221"
VHL17487,Lagos,Acura,MDX,"2,017",Black,18.50,Foreign Used,
VHL18050,Lagos,Toyota,Camry,"2,007",Gray,4.50,Foreign Used,
VHL15240,Abuja,Land Rover,Range Rover Sport HST MHEV 4x4,"2,020",Silver,43.00,Foreign Used,
VHL11346,Lagos,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,13.25,Foreign Used,"42,000"
VHL13047,Lagos,Mercedes-Benz,GL-Class,"2,007",Black,5.63,Nigerian Used,"110,228"
VHL15171,Abuja,Mercedes-Benz,GLE-Class,"2,017",White,35.50,Foreign Used,
VHL17280,Abuja,Toyota,Corolla,"2,015",White,5.50,Foreign Used,"45,000"
VHL12243,Abuja,Hyundai,Elantra,"2,010",Black,2.00,Nigerian Used,
VHL13582,Lagos,Hyundai,Sonata,"2,011",White,4.50,Foreign Used,"139,301"
VHL16549,Abuja,Toyota,Camry,"2,010",Gold,3.00,Nigerian Used,
VHL18259,Abuja,Land Rover,Range Rover,"2,017",Blue,55.00,Foreign Used,
VHL13251,Lagos,Mercedes-Benz,GL-Class GL 550,"2,010",White,12.00,Foreign Used,
VHL16907,Lagos,Toyota,Camry,"2,011",Silver,3.95,Foreign Used,
VHL12889,Abuja,Toyota,RAV4 2 Automatic,"2,005",Gray,1.65,Nigerian Used,
VHL13362,Abuja,Mercedes-Benz,M Class,"2,015",Black,13.95,Foreign Used,"52,000"
VHL11174,Abuja,Lexus,RX 350 AWD,"2,019",White,23.00,Foreign Used,
VHL13060,Lagos,Mercedes-Benz,M Class ML 320,"2,003",Silver,1.20,Nigerian Used,
VHL12472,Lagos,Toyota,4-Runner SR5 4X4,"2,013",White,14.20,Foreign Used,
VHL13800,Abuja,Ford,Edge,"2,009",Black,2.20,Nigerian Used,"65,000"
VHL11239,Abuja,Toyota,Hilux,"2,020",White,24.50,Brand New,10
VHL11904,Lagos,Kia,Cerato,"2,013",Gray,1.35,Nigerian Used,"110,980"
VHL12044,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",White,11.50,Foreign Used,
VHL18087,Lagos,Toyota,Venza,"2,013",Red,9.40,Foreign Used,"65,412"
VHL10291,Lagos,Lexus,RX 350 AWD,"2,009",Gold,5.90,Foreign Used,
VHL14808,Abuja,Lexus,LX,"2,018",Black,75.00,Foreign Used,"11,000"
VHL15086,Lagos,Toyota,Avensis,"2,011",Black,3.38,Nigerian Used,"62,644"
VHL13749,Lagos,Lexus,RX,"2,006",Black,5.00,Foreign Used,"78,096"
VHL11833,Abuja,Toyota,Camry,"2,013",Black,4.50,Nigerian Used,
VHL10362,Abuja,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),"2,016",White,15.00,Foreign Used,"58,015"
VHL16968,Abuja,Land Rover,Range Rover Sport SVR,"2,018",White,60.00,Foreign Used,
VHL14942,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.90,Foreign Used,
VHL18908,Abuja,Mercedes-Benz,E300,"2,017",Black,19.50,Foreign Used,
VHL11347,Lagos,Toyota,Camry,"2,009",Gray,3.25,Foreign Used,"70,000"
VHL15022,Abuja,Nissan,Cube Krom,"2,009",Black,2.85,Foreign Used,
VHL16374,Lagos,Lexus,NX,"2,017",Gray,13.00,Foreign Used,1
VHL17466,Abuja,Honda,Ridgeline RTS,"2,009",Gray,4.80,Foreign Used,
VHL13887,Abuja,Land Rover,Range Rover Sport,"2,007",Black,5.20,Nigerian Used,"122,046"
VHL10066,Lagos,Lexus,GX 460 Luxury,"2,019",White,36.00,Foreign Used,
VHL18095,Abuja,BMW,7 Series,"2,013",Beige,14.50,Foreign Used,"62,000"
VHL10664,Lagos,Toyota,Highlander Base FWD,"2,004",Silver,4.50,Foreign Used,"294,359"
VHL18366,Abuja,Hyundai,Elantra,"2,014",Red,5.00,Foreign Used,
VHL10352,Abuja,Toyota,Highlander V6 FWD,"2,003",Green,1.55,Nigerian Used,"1,052,375"
VHL12024,Ibadan,Mercedes-Benz,B-Class,"2,007",Black,2.70,Foreign Used,"93,450"
VHL15602,Abuja,Toyota,Corolla,"2,009",Gray,3.70,Foreign Used,"100,000"
VHL13452,Lagos,Toyota,4-Runner,"2,008",Gray,4.00,Foreign Used,"63,214"
VHL14088,Abuja,Ford,F-150,"2,015",Silver,16.88,Nigerian Used,"40,325"
VHL15901,Abuja,Toyota,Sienna XLE 7 Passenger,"2,011",White,6.80,Foreign Used,"60,000"
VHL18959,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Black,7.50,Foreign Used,
VHL18113,Abuja,Mercedes-Benz,C300 Off,"2,016",White,12.40,Foreign Used,"24,711"
VHL17199,Abuja,Toyota,Corolla,"2,015",Silver,5.65,Foreign Used,"65,883"
VHL19534,Abuja,Mercedes-Benz,GL-Class,"2,015",White,25.00,Foreign Used,
VHL14051,Lagos,Toyota,Tacoma 4x4 Double Cab,"2,008",Silver,7.30,Foreign Used,
VHL16709,Abuja,Ford,Ford Explorer,"2,021",Black,33.00,Brand New,35
VHL12750,Lagos,Lexus,RX 350 AWD,"2,015",Gold,11.70,Foreign Used,"89,555"
VHL17764,Abuja,Toyota,Tundra,"2,015",Brown,27.00,Foreign Used,"69,000"
VHL13854,Abuja,Toyota,Corolla LE,"2,005",Silver,3.00,Foreign Used,"110,002"
VHL18665,Lagos,Toyota,Land Cruiser 4 V6 GXR,"2,018",Silver,55.00,Foreign Used,
VHL14861,Lagos,Mercedes-Benz,E350,"2,012",Black,4.84,Nigerian Used,"199,999"
VHL17752,Abuja,Lexus,IS 250 AWD,"2,006",White,2.85,Nigerian Used,"50,000"
VHL14749,Lagos,Honda,Pilot,"2,011",Black,6.75,Foreign Used,"3,621"
VHL19003,Lagos,Mercedes-Benz,GL Class GL 450,"2,010",Silver,8.80,Foreign Used,"32,147"
VHL10888,Ibadan,Toyota,Corolla Sedan Automatic,"2,003",Black,2.65,Foreign Used,"101,962"
VHL12852,Abuja,Toyota,Hilux SR+ 4x4,"2,019",White,17.00,Brand New,"2,200"
VHL18127,Abuja,Toyota,Camry 2.4 SE,"2,008",Green,2.85,Nigerian Used,"85,213"
VHL17974,Abuja,Toyota,Avalon Limited (3.5L 6cyl 6A),"2,018",Brown,10.50,Nigerian Used,"23,000"
VHL19067,Lagos,Toyota,Camry,"2,002",Black,1.24,Nigerian Used,"334,638"
VHL14763,Abuja,Mercedes-Benz,E430,"2,019",White,39.00,Foreign Used,"22,000"
VHL15334,Abuja,Toyota,RAV4,"2,015",Gray,8.50,Foreign Used,"56,870"
VHL10150,Abuja,Lincoln,MKX,"2,010",Silver,3.80,Foreign Used,"102,052"
VHL13658,Abuja,Infiniti,QX56,"2,008",Black,3.80,Nigerian Used,"51,245"
VHL19456,Abuja,Toyota,Matrix,"2,006",Silver,2.95,Foreign Used,"45,000"
VHL10609,Lagos,Toyota,Highlander Limited,"2,012",Black,9.80,Foreign Used,"45,366"
VHL15797,Lagos,Toyota,4-Runner SR5 V8,"2,006",Black,5.30,Foreign Used,"148,974"
VHL15277,Lagos,Lexus,GX 460 Luxury,"2,016",Gold,22.50,Foreign Used,
VHL10416,Lagos,Lexus,LX,"2,018",Gray,25.00,Nigerian Used,"52,800"
VHL16220,Abuja,Lexus,IS,"2,008",Silver,5.50,Foreign Used,"78,000"
VHL12593,Abuja,Mercedes-Benz,M Class,"2,014",Silver,13.00,Foreign Used,
VHL12005,Lagos,Toyota,Corolla,"2,010",Silver,4.13,Foreign Used,"90,364"
VHL10055,Lagos,Toyota,Sienna,"2,006",Red,2.93,Nigerian Used,"216,724"
VHL19186,Lagos,Toyota,Tundra,"2,016",Black,18.50,Foreign Used,"25,000"
VHL14726,Lagos,Hyundai,Sonata,"2,011",Silver,3.70,Foreign Used,
VHL18164,Abuja,Ford,Edge,"2,011",Blue,5.70,Foreign Used,
VHL16440,Abuja,Toyota,Venza V6,"2,010",Silver,7.50,Foreign Used,"82,000"
VHL12234,Abuja,Toyota,Camry,"2,017",Black,14.00,Foreign Used,
VHL16682,Abuja,Toyota,Corolla,"2,015",Red,5.80,Foreign Used,
VHL15477,Abuja,Land Rover,Range Rover Sport,"2,015",Black,25.00,Foreign Used,"45,787"
VHL19968,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,21.00,Foreign Used,"41,532"
VHL16278,Abuja,Lexus,RX 350,"2,011",White,8.00,Foreign Used,
VHL15482,Lagos,Lexus,LX 570 AWD,"2,017",Gray,45.50,Foreign Used,
VHL19115,Lagos,Mercedes-Benz,GLC-Class,"2,017",Black,26.50,Foreign Used,"14,831"
VHL12501,Lagos,Toyota,Camry,"2,009",Gray,3.40,Foreign Used,"125,803"
VHL11173,Abuja,Toyota,Camry,"2,004",Red,2.70,Foreign Used,"191,015"
VHL13290,Lagos,Lexus,GX,"2,013",Red,15.50,Foreign Used,
VHL18264,Abuja,Toyota,Camry,"2,010",Green,4.30,Foreign Used,"67,000"
VHL12414,Abuja,Mercedes-Benz,E430,"2,019",White,60.00,Foreign Used,"12,341"
VHL15091,Lagos,Rover,Land,"2,008",Brown,8.50,Foreign Used,
VHL12115,Ibadan,Toyota,Corolla LE,"2,004",Green,2.85,Foreign Used,"87,000"
VHL10131,Abuja,Land Rover,Range Rover,"2,020",Silver,59.00,Foreign Used,"8,000"
VHL16658,Abuja,Lexus,GX,"2,018",White,37.00,Foreign Used,"7,310"
VHL16297,Lagos,Lexus,ES 350,"2,009",Gold,4.00,Foreign Used,"59,241"
VHL17418,Abuja,Toyota,Venza AWD,"2,010",Red,6.00,Nigerian Used,"111,000"
VHL13256,Abuja,Mazda,CX-9,"2,014",Black,6.53,Nigerian Used,"155,742"
VHL15817,Lagos,Honda,Cr-V,"2,014",Black,4.88,,"59,889"
VHL10187,Lagos,Toyota,Sienna,"2,006",Gold,3.03,,"265,109"
VHL19825,Lagos,Mercedes-Benz,E350,"2,016",White,8.78,Foreign Used,"95,551"
VHL16047,Lagos,Lexus,RX 350 AWD,"2,008",Black,6.00,Foreign Used,"59,227"
VHL14483,Abuja,Audi,A4,"2,012",White,4.90,Foreign Used,"55,000"
VHL16388,Lagos,Ford,Edge,"2,011",Silver,4.73,Foreign Used,"265,935"
VHL16437,Abuja,Lexus,RX 300 2WD Off,"2,000",White,2.30,Nigerian Used,"127,538"
VHL10867,Ibadan,Mercedes-Benz,GLA 250,"2,017",Blue,14.50,Foreign Used,
VHL13768,Abuja,Mercedes-Benz,C350,"2,009",Black,3.50,Nigerian Used,"120,340"
VHL12504,Abuja,Toyota,Sienna,"1,998",Gold,1.01,Nigerian Used,"84,412"
VHL19434,Abuja,Mercedes-Benz,S-Class S 550,"2,008",White,4.50,Nigerian Used,"28,921"
VHL18869,Lagos,Lexus,ES 350,"2,011",Gray,5.75,Foreign Used,"68,000"
VHL10238,Abuja,Toyota,Sienna XLE AWD,"2,006",Silver,2.80,Nigerian Used,"52,352"
VHL17673,Lagos,Lexus,RX,"2,020",White,31.00,Foreign Used,
VHL16284,Lagos,Toyota,Camry,"2,007",Black,2.35,Nigerian Used,"119,200"
VHL19361,Lagos,Mercedes-Benz,C300,"2,011",Black,3.59,,"102,874"
VHL11900,Lagos,Lexus,RX 330,"2,006",Black,5.50,Foreign Used,"71,243"
VHL11681,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Green,4.25,Foreign Used,"86,452"
VHL13030,Abuja,Lexus,IS 250,"2,009",Black,2.60,Nigerian Used,
VHL11071,Lagos,Lexus,LX 570 AWD,"2,013",Black,20.00,Foreign Used,
VHL11875,Abuja,Scion,xA Base,"2,006",White,2.98,Foreign Used,"52,352"
VHL11127,Abuja,Lexus,RX,"2,018",Gray,20.00,Foreign Used,"45,000"
VHL18137,Abuja,Toyota,Tacoma PreRunner Access,"2,007",Gray,7.50,Foreign Used,"68,000"
VHL15234,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,018",Blue,18.50,Foreign Used,"40,500"
VHL12355,Lagos,Lexus,GX 460 Base,"2,020",White,50.00,Foreign Used,"1,000"
VHL17866,Lagos,Toyota,RAV4,"2,015",Blue,6.50,Foreign Used,"32,500"
VHL18188,Lagos,Toyota,Highlander V6,"2,009",Silver,7.75,Foreign Used,"60,435"
VHL18966,Abuja,Lexus,GX,"2,005",Black,3.71,Nigerian Used,"256,686"
VHL11775,Lagos,Lexus,ES 350,"2,008",Red,4.70,Foreign Used,"73,000"
VHL16958,Abuja,BMW,528i,"1,986",Black,2.50,Nigerian Used,"100,000"
VHL17447,Lagos,Lexus,ES 350,"2,007",Blue,4.50,Foreign Used,"89,460"
VHL15991,Lagos,Lexus,GX 470,"2,004",Black,5.06,Nigerian Used,"98,430"
VHL10249,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,,Foreign Used,"85,200"
VHL15701,Lagos,Suzuki,Alto,"2,019",Gold,4.00,,1
VHL13683,Abuja,Mercedes-Benz,GLA-Class,"2,015",Gray,13.50,Foreign Used,"30,000"
VHL12307,Lagos,Mercedes-Benz,M Class,"2,015",Gray,12.00,Foreign Used,"52,000"
